,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,target 
8214,whole year,sweetpotato,90,20,120,5.04,1050.245,18.77818182,475,1579,3.324210526
8215,whole year,tapioca,50,50,50,5.36,1050.245,18.77818182,1130,6291,5.567256637
8216,whole year,turmeric,25,60,100,4.92,1050.245,18.77818182,316,1580,5
8217,kharif,maize,80,40,20,5.44,423.745,22.07,4617,6654,1.441195582
8218,kharif,rice,80,40,40,5.32,423.745,22.07,9420,12928,1.372399151
8219,kharif,sesamum,30,15,30,6.48,423.745,22.07,15,10,0.666666667
8220,rabi,rapeseed,50,40,20,4.92,56.236,15.852,31,23,0.741935484
8221,whole year,banana,100,75,50,6.58,1050.245,18.77818182,656,3909,5.958841463
8222,whole year,potato,180,60,90,4.9,1050.245,18.77818182,8058,65036,8.070985356
8223,whole year,sweetpotato,90,20,120,5.04,1050.245,18.77818182,1324,4946,3.735649547
8224,whole year,tapioca,50,50,50,5.34,1050.245,18.77818182,641,3377,5.268330733
8225,whole year,turmeric,25,60,100,4.96,1050.245,18.77818182,15,80,5.333333333
8226,kharif,cotton,120,40,20,5.36,235.4251,26.64666667,267,260,0.973782772
8227,kharif,maize,80,40,20,5.32,235.4251,26.64666667,3803,6380,1.677622929
8228,kharif,potato,180,60,90,4.98,235.4251,26.64666667,70,310,4.428571429
8229,kharif,rice,80,40,40,5.36,235.4251,26.64666667,29487,46626,1.58123919
8230,kharif,tapioca,50,50,50,5.38,235.4251,26.64666667,269,1788,6.646840149
8231,rabi,potato,180,60,90,5.16,85.24316,21.482,80,350,4.375
8232,rabi,rice,80,40,40,5.36,85.24316,21.482,1232,3712,3.012987013
8233,rabi,wheat,60,30,30,6.3,85.24316,21.482,52,44,0.846153846
8234,kharif,cotton,120,40,20,5.38,235.4251,26.64666667,33,31,0.939393939
8235,kharif,maize,80,40,20,5.34,235.4251,26.64666667,1789,4510,2.520961431
8236,kharif,potato,180,60,90,4.86,235.4251,26.64666667,110,555,5.045454545
8237,kharif,rice,80,40,40,5.58,235.4251,26.64666667,5722,9403,1.643306536
8238,kharif,tapioca,50,50,50,5.32,235.4251,26.64666667,45,90,2
8239,rabi,maize,80,40,20,5.36,85.24316,21.482,3,5,1.666666667
8240,rabi,rice,80,40,40,5.46,85.24316,21.482,13,126,9.692307692
8241,kharif,cotton,120,40,20,5.4,235.4251,26.64666667,110,50,0.454545455
8242,kharif,maize,80,40,20,5.4,235.4251,26.64666667,1920,3072,1.6
8243,kharif,rice,80,40,40,5.34,235.4251,26.64666667,12668,17382,1.372118724
8244,kharif,tapioca,50,50,50,5.56,235.4251,26.64666667,90,185,2.055555556
8245,rabi,maize,80,40,20,5.64,85.24316,21.482,114,234,2.052631579
8246,rabi,rice,80,40,40,5.34,85.24316,21.482,4749,11798,2.484312487
8247,rabi,wheat,60,30,30,6.1,85.24316,21.482,3,4,1.333333333
8248,kharif,cotton,120,40,20,5.62,235.4251,26.64666667,145,88,0.606896552
8249,kharif,maize,80,40,20,5.46,235.4251,26.64666667,1050,2385,2.271428571
8250,kharif,rice,80,40,40,5.56,235.4251,26.64666667,14495,21704,1.497343912
8251,kharif,tapioca,50,50,50,5.56,235.4251,26.64666667,82,482,5.87804878
8252,rabi,maize,80,40,20,5.62,85.24316,21.482,2,3,1.5
8253,rabi,rice,80,40,40,5.44,85.24316,21.482,26,62,2.384615385
8254,kharif,jute,80,40,40,5.36,207.55,26.43333333,15000,21000,1.4
8255,kharif,maize,80,40,20,5.52,207.55,26.43333333,4000,5000,1.25
8256,kharif,rice,80,40,40,5.38,207.55,26.43333333,27000,41000,1.518518519
8257,rabi,wheat,60,30,30,6.3,70.598,18.92,1000,3000,3
8258,kharif,maize,80,40,20,5.36,207.55,26.43333333,3000,3000,1
8259,kharif,rice,80,40,40,5.64,207.55,26.43333333,21000,29000,1.380952381
8260,kharif,jute,80,40,40,5.46,207.55,26.43333333,8000,11000,1.375
8261,kharif,maize,80,40,20,5.64,207.55,26.43333333,3000,4000,1.333333333
8262,kharif,rice,80,40,40,5.68,207.55,26.43333333,17000,23000,1.352941176
8263,kharif,maize,80,40,20,5.36,207.55,26.43333333,6000,8000,1.333333333
8264,kharif,rice,80,40,40,5.64,207.55,26.43333333,24000,37000,1.541666667
8265,kharif,rice,80,40,40,5.56,207.55,26.43333333,16000,23000,1.4375
8266,kharif,jute,80,40,40,5.4,207.55,26.43333333,12000,16000,1.333333333
8267,kharif,rice,80,40,40,5.52,207.55,26.43333333,23000,34000,1.47826087
8268,kharif,maize,80,40,20,5.44,207.55,26.43333333,6000,7000,1.166666667
8269,kharif,rice,80,40,40,5.4,207.55,26.43333333,13000,18000,1.384615385
8270,kharif,maize,80,40,20,5.44,1145.22,28.5,1062,623,0.586629002
8271,kharif,moong,20,40,20,5.44,1145.22,28.5,2510,331,0.13187251
8272,kharif,ragi,50,40,20,5.38,1145.22,28.5,138,57,0.413043478
8273,kharif,rice,80,40,40,5.34,1145.22,28.5,22432,9042,0.403084879
8274,kharif,sesamum,30,15,30,6.56,1145.22,28.5,2281,326,0.142919772
8275,summer,maize,80,40,20,5.42,113.7,30.26666667,10,7,0.7
8276,summer,moong,20,40,20,5.62,113.7,30.26666667,338,55,0.162721893
8277,summer,rice,80,40,40,5.66,113.7,30.26666667,1917,2028,1.057902973
8278,summer,sesamum,30,15,30,6.58,113.7,30.26666667,466,102,0.21888412
8279,summer,wheat,60,30,30,6.8,113.7,30.26666667,100,154,1.54
8280,rabi,horsegram,20,60,20,5.82,167.38,23.56,6631,1459,0.220027145
8281,rabi,maize,80,40,20,5.56,167.38,23.56,23,18,0.782608696
8282,rabi,moong,20,40,20,5.68,167.38,23.56,830,122,0.146987952
8283,rabi,potato,180,60,90,5.06,167.38,23.56,523,5154,9.854684512
8284,rabi,rapeseed,50,40,20,4.98,167.38,23.56,1235,98,0.079352227
8285,rabi,rice,80,40,40,5.54,167.38,23.56,77609,63810,0.822198456
8286,rabi,sesamum,30,15,30,6.62,167.38,23.56,4367,594,0.136020151
8287,kharif,maize,80,40,20,5.5,1145.22,28.5,631,300,0.475435816
8288,kharif,moong,20,40,20,5.46,1145.22,28.5,3583,723,0.201786213
8289,kharif,ragi,50,40,20,5.54,1145.22,28.5,1672,569,0.340311005
8290,kharif,rice,80,40,40,5.34,1145.22,28.5,78779,31858,0.404397111
8291,kharif,sesamum,30,15,30,6.46,1145.22,28.5,3865,660,0.17076326
8292,summer,moong,20,40,20,5.52,113.7,30.26666667,1390,298,0.214388489
8293,summer,rice,80,40,40,5.64,113.7,30.26666667,3484,3212,0.921928817
8294,summer,sesamum,30,15,30,6.4,113.7,30.26666667,99,16,0.161616162
8295,summer,wheat,60,30,30,6.11,113.7,30.26666667,122,144,1.180327869
8296,rabi,horsegram,20,60,20,5.88,167.38,23.56,23424,5246,0.223958333
8297,rabi,maize,80,40,20,5.34,167.38,23.56,11,6,0.545454545
8298,rabi,moong,20,40,20,5.44,167.38,23.56,3843,334,0.086911267
8299,rabi,potato,180,60,90,5.02,167.38,23.56,24,175,7.291666667
8300,rabi,rapeseed,50,40,20,4.98,167.38,23.56,260,18,0.069230769
8301,rabi,rice,80,40,40,5.58,167.38,23.56,128555,129319,1.005942982
8302,rabi,sesamum,30,15,30,6.32,167.38,23.56,1487,109,0.07330195
8303,kharif,jute,80,40,40,5.36,1145.22,28.5,278,1389,4.996402878
8304,kharif,rice,80,40,40,5.46,1145.22,28.5,1569,1509,0.961759082
8305,summer,maize,80,40,20,5.36,113.7,30.26666667,6,6,1
8306,summer,moong,20,40,20,5.5,113.7,30.26666667,1785,361,0.202240896
8307,summer,rice,80,40,40,5.36,113.7,30.26666667,27577,56719,2.05675019
8308,summer,sesamum,30,15,30,6.44,113.7,30.26666667,435,83,0.190804598
8309,summer,wheat,60,30,30,6.3,113.7,30.26666667,83,82,0.987951807
8310,rabi,potato,180,60,90,4.98,167.38,23.56,219,2694,12.30136986
8311,rabi,ragi,50,40,20,5.6,167.38,23.56,3,2,0.666666667
8312,rabi,rapeseed,50,40,20,5.02,167.38,23.56,1321,230,0.174110522
8313,rabi,rice,80,40,40,5.34,167.38,23.56,209874,131329,0.625751641
8314,kharif,maize,80,40,20,5.56,1145.22,28.5,27,18,0.666666667
8315,kharif,moong,20,40,20,5.62,1145.22,28.5,12532,3421,0.272981168
8316,kharif,ragi,50,40,20,5.4,1145.22,28.5,16,5,0.3125
8317,kharif,rice,80,40,40,5.62,1145.22,28.5,56661,43562,0.768818058
8318,kharif,sesamum,30,15,30,6.44,1145.22,28.5,825,172,0.208484848
8319,summer,moong,20,40,20,5.66,113.7,30.26666667,1264,386,0.305379747
8320,summer,rice,80,40,40,5.5,113.7,30.26666667,59120,141439,2.392405277
8321,summer,sesamum,30,15,30,6.4,113.7,30.26666667,230,62,0.269565217
8322,summer,wheat,60,30,30,6.4,113.7,30.26666667,78,100,1.282051282
8323,rabi,horsegram,20,60,20,5.9,167.38,23.56,1119,328,0.293118856
8324,rabi,moong,20,40,20,5.64,167.38,23.56,106,19,0.179245283
8325,rabi,potato,180,60,90,5.1,167.38,23.56,224,2142,9.5625
8326,rabi,ragi,50,40,20,5.56,167.38,23.56,7,4,0.571428571
8327,rabi,rapeseed,50,40,20,4.88,167.38,23.56,248,41,0.165322581
8328,rabi,rice,80,40,40,5.56,167.38,23.56,183916,301329,1.638405576
8329,rabi,sesamum,30,15,30,6.58,167.38,23.56,953,118,0.123819517
8330,kharif,jute,80,40,40,5.6,1145.22,28.5,98,550,5.612244898
8331,kharif,rice,80,40,40,5.46,1145.22,28.5,381,360,0.94488189
8332,summer,moong,20,40,20,5.64,113.7,30.26666667,2140,387,0.180841121
8333,summer,rice,80,40,40,5.44,113.7,30.26666667,10949,18709,1.708740524
8334,summer,sesamum,30,15,30,6.5,113.7,30.26666667,29,3,0.103448276
8335,summer,wheat,60,30,30,6.1,113.7,30.26666667,298,308,1.033557047
8336,rabi,horsegram,20,60,20,6.06,167.38,23.56,19,4,0.210526316
8337,rabi,potato,180,60,90,4.82,167.38,23.56,111,1160,10.45045045
8338,rabi,rapeseed,50,40,20,5.1,167.38,23.56,171,24,0.140350877
8339,rabi,rice,80,40,40,5.64,167.38,23.56,169693,239827,1.413299311
8340,rabi,sesamum,30,15,30,6.62,167.38,23.56,5,1,0.2
8341,kharif,maize,80,40,20,5.38,1145.22,28.5,474,360,0.759493671
8342,kharif,moong,20,40,20,5.64,1145.22,28.5,423,45,0.106382979
8343,kharif,ragi,50,40,20,5.6,1145.22,28.5,22,6,0.272727273
8344,kharif,rice,80,40,40,5.58,1145.22,28.5,9591,3588,0.374100719
8345,summer,moong,20,40,20,5.56,113.7,30.26666667,425,54,0.127058824
8346,summer,rice,80,40,40,5.4,113.7,30.26666667,1274,1409,1.105965463
8347,summer,sesamum,30,15,30,6.62,113.7,30.26666667,36,5,0.138888889
8348,summer,wheat,60,30,30,6.8,113.7,30.26666667,27,29,1.074074074
8349,rabi,horsegram,20,60,20,6.02,167.38,23.56,2889,552,0.191069574
8350,rabi,maize,80,40,20,5.32,167.38,23.56,6,2,0.333333333
8351,rabi,moong,20,40,20,5.56,167.38,23.56,1143,137,0.119860017
8352,rabi,potato,180,60,90,4.9,167.38,23.56,47,323,6.872340426
8353,rabi,ragi,50,40,20,5.58,167.38,23.56,15,7,0.466666667
8354,rabi,rapeseed,50,40,20,4.88,167.38,23.56,446,32,0.071748879
8355,rabi,rice,80,40,40,5.6,167.38,23.56,48450,50511,1.0425387
8356,rabi,sesamum,30,15,30,6.62,167.38,23.56,1673,276,0.164973102
8357,kharif,jute,80,40,40,5.54,1145.22,28.5,1430,14000,9.79020979
8358,kharif,maize,80,40,20,5.56,1145.22,28.5,13,6,0.461538462
8359,kharif,ragi,50,40,20,5.4,1145.22,28.5,25,14,0.56
8360,kharif,rice,80,40,40,5.52,1145.22,28.5,14695,19134,1.302075536
8361,kharif,sesamum,30,15,30,6.58,1145.22,28.5,1,1,1
8362,summer,horsegram,20,60,20,6.04,113.7,30.26666667,59,5,0.084745763
8363,summer,maize,80,40,20,5.64,113.7,30.26666667,6,4,0.666666667
8364,summer,moong,20,40,20,5.44,113.7,30.26666667,22894,6159,0.269022451
8365,summer,rice,80,40,40,5.48,113.7,30.26666667,8150,13477,1.653619632
8366,summer,sesamum,30,15,30,6.4,113.7,30.26666667,178,51,0.286516854
8367,summer,wheat,60,30,30,6.11,113.7,30.26666667,59,67,1.13559322
8368,rabi,horsegram,20,60,20,5.84,167.38,23.56,3900,1470,0.376923077
8369,rabi,maize,80,40,20,5.5,167.38,23.56,27,14,0.518518519
8370,rabi,moong,20,40,20,5.56,167.38,23.56,1552,270,0.173969072
8371,rabi,potato,180,60,90,4.94,167.38,23.56,1563,22429,14.34996801
8372,rabi,rapeseed,50,40,20,5.08,167.38,23.56,156,17,0.108974359
8373,rabi,rice,80,40,40,5.5,167.38,23.56,127524,225009,1.76444434
8374,rabi,sesamum,30,15,30,6.5,167.38,23.56,185,29,0.156756757
8375,kharif,maize,80,40,20,5.6,1145.22,28.5,233,181,0.776824034
8376,kharif,moong,20,40,20,5.38,1145.22,28.5,1153,287,0.248915872
8377,kharif,rice,80,40,40,5.52,1145.22,28.5,15603,8873,0.568672691
8378,kharif,sesamum,30,15,30,6.66,1145.22,28.5,176,44,0.25
8379,summer,maize,80,40,20,5.42,113.7,30.26666667,13,8,0.615384615
8380,summer,moong,20,40,20,5.36,113.7,30.26666667,255,56,0.219607843
8381,summer,rice,80,40,40,5.52,113.7,30.26666667,5027,5803,1.154366421
8382,summer,sesamum,30,15,30,6.4,113.7,30.26666667,133,33,0.248120301
8383,summer,wheat,60,30,30,6.5,113.7,30.26666667,88,94,1.068181818
8384,rabi,horsegram,20,60,20,5.86,167.38,23.56,771,251,0.325551232
8385,rabi,maize,80,40,20,5.42,167.38,23.56,6,8,1.333333333
8386,rabi,moong,20,40,20,5.66,167.38,23.56,83,14,0.168674699
8387,rabi,potato,180,60,90,5.04,167.38,23.56,293,2510,8.566552901
8388,rabi,rapeseed,50,40,20,4.94,167.38,23.56,266,35,0.131578947
8389,rabi,rice,80,40,40,5.34,167.38,23.56,30586,28745,0.939809063
8390,rabi,sesamum,30,15,30,6.6,167.38,23.56,2300,568,0.246956522
8391,kharif,maize,80,40,20,5.56,1145.22,28.5,90,54,0.6
8392,kharif,moong,20,40,20,5.44,1145.22,28.5,296,38,0.128378378
8393,kharif,ragi,50,40,20,5.38,1145.22,28.5,40,16,0.4
8394,kharif,rice,80,40,40,5.44,1145.22,28.5,18221,17839,0.979035179
8395,summer,maize,80,40,20,5.68,113.7,30.26666667,2,2,1
8396,summer,moong,20,40,20,5.4,113.7,30.26666667,1090,196,0.179816514
8397,summer,rice,80,40,40,5.42,113.7,30.26666667,2953,2775,0.939722316
8398,summer,sesamum,30,15,30,6.6,113.7,30.26666667,155,14,0.090322581
8399,summer,wheat,60,30,30,6.7,113.7,30.26666667,40,56,1.4
8400,rabi,horsegram,20,60,20,6.06,167.38,23.56,1841,495,0.268875611
8401,rabi,moong,20,40,20,5.68,167.38,23.56,466,71,0.152360515
8402,rabi,potato,180,60,90,4.96,167.38,23.56,347,3992,11.50432277
8403,rabi,rapeseed,50,40,20,5.18,167.38,23.56,151,16,0.105960265
8404,rabi,rice,80,40,40,5.42,167.38,23.56,101428,162852,1.605592144
8405,rabi,sesamum,30,15,30,6.32,167.38,23.56,2647,376,0.142047601
8406,kharif,maize,80,40,20,5.5,1145.22,28.5,5992,7800,1.301735648
8407,kharif,moong,20,40,20,5.54,1145.22,28.5,8,1,0.125
8408,kharif,ragi,50,40,20,5.54,1145.22,28.5,4187,3740,0.893240984
8409,kharif,rice,80,40,40,5.58,1145.22,28.5,1685,1865,1.106824926
8410,kharif,sesamum,30,15,30,6.68,1145.22,28.5,15,3,0.2
8411,summer,ragi,50,40,20,5.68,113.7,30.26666667,82,56,0.682926829
8412,summer,rice,80,40,40,5.46,113.7,30.26666667,536,595,1.110074627
8413,summer,sesamum,30,15,30,6.64,113.7,30.26666667,1712,393,0.229556075
8414,summer,wheat,60,30,30,6.8,113.7,30.26666667,3,4,1.333333333
8415,rabi,horsegram,20,60,20,6.08,167.38,23.56,1177,286,0.242990654
8416,rabi,moong,20,40,20,5.36,167.38,23.56,2463,616,0.250101502
8417,rabi,potato,180,60,90,4.92,167.38,23.56,8,72,9
8418,rabi,ragi,50,40,20,5.36,167.38,23.56,104,29,0.278846154
8419,rabi,rapeseed,50,40,20,5.18,167.38,23.56,602,40,0.066445183
8420,rabi,rice,80,40,40,5.64,167.38,23.56,39638,72180,1.820979868
8421,rabi,sesamum,30,15,30,6.46,167.38,23.56,5,2,0.4
8422,kharif,maize,80,40,20,5.56,1145.22,28.5,658,770,1.170212766
8423,kharif,ragi,50,40,20,5.5,1145.22,28.5,7297,6371,0.873098534
8424,kharif,rice,80,40,40,5.6,1145.22,28.5,2725,4615,1.693577982
8425,summer,maize,80,40,20,5.48,113.7,30.26666667,2,3,1.5
8426,summer,moong,20,40,20,5.32,113.7,30.26666667,2567,295,0.11492014
8427,summer,ragi,50,40,20,5.68,113.7,30.26666667,534,415,0.777153558
8428,summer,rice,80,40,40,5.68,113.7,30.26666667,1495,2543,1.701003344
8429,summer,sesamum,30,15,30,6.36,113.7,30.26666667,1265,200,0.158102767
8430,summer,wheat,60,30,30,6.4,113.7,30.26666667,1,2,2
8431,rabi,horsegram,20,60,20,6.14,167.38,23.56,3485,634,0.181922525
8432,rabi,moong,20,40,20,5.6,167.38,23.56,51071,8580,0.16800141
8433,rabi,potato,180,60,90,5.16,167.38,23.56,163,1516,9.300613497
8434,rabi,ragi,50,40,20,5.42,167.38,23.56,50,37,0.74
8435,rabi,rapeseed,50,40,20,5.06,167.38,23.56,76,6,0.078947368
8436,rabi,rice,80,40,40,5.36,167.38,23.56,265872,464180,1.745877716
8437,rabi,sesamum,30,15,30,6.68,167.38,23.56,276,35,0.126811594
8438,kharif,jute,80,40,40,5.54,1145.22,28.5,16,111,6.9375
8439,kharif,rice,80,40,40,5.64,1145.22,28.5,5352,6637,1.24009716
8440,summer,horsegram,20,60,20,6.14,113.7,30.26666667,46,8,0.173913043
8441,summer,moong,20,40,20,5.38,113.7,30.26666667,13442,4140,0.307989882
8442,summer,rice,80,40,40,5.54,113.7,30.26666667,6601,13578,2.056961067
8443,summer,sesamum,30,15,30,6.38,113.7,30.26666667,32,15,0.46875
8444,summer,wheat,60,30,30,6.3,113.7,30.26666667,1,1,1
8445,rabi,horsegram,20,60,20,6.06,167.38,23.56,1197,467,0.390142022
8446,rabi,potato,180,60,90,5.08,167.38,23.56,506,7212,14.25296443
8447,rabi,rapeseed,50,40,20,4.86,167.38,23.56,80,9,0.1125
8448,rabi,rice,80,40,40,5.36,167.38,23.56,96502,143888,1.491036455
8449,kharif,jute,80,40,40,5.4,1145.22,28.5,1283,8844,6.893219018
8450,kharif,maize,80,40,20,5.52,1145.22,28.5,16,18,1.125
8451,kharif,rice,80,40,40,5.42,1145.22,28.5,21821,21388,0.98015673
8452,kharif,sesamum,30,15,30,6.68,1145.22,28.5,47,4,0.085106383
8453,summer,maize,80,40,20,5.62,113.7,30.26666667,11,8,0.727272727
8454,summer,moong,20,40,20,5.5,113.7,30.26666667,7962,1934,0.242903793
8455,summer,rice,80,40,40,5.44,113.7,30.26666667,9028,18084,2.003101462
8456,summer,wheat,60,30,30,7,113.7,30.26666667,66,77,1.166666667
8457,rabi,horsegram,20,60,20,5.92,167.38,23.56,2586,1190,0.460170147
8458,rabi,moong,20,40,20,5.66,167.38,23.56,6,1,0.166666667
8459,rabi,potato,180,60,90,5.1,167.38,23.56,500,7076,14.152
8460,rabi,rapeseed,50,40,20,4.84,167.38,23.56,355,27,0.076056338
8461,rabi,rice,80,40,40,5.5,167.38,23.56,126708,166975,1.317793667
8462,kharif,maize,80,40,20,5.38,1145.22,28.5,9,7,0.777777778
8463,kharif,rice,80,40,40,5.52,1145.22,28.5,27024,15652,0.579188869
8464,kharif,sesamum,30,15,30,6.5,1145.22,28.5,17,2,0.117647059
8465,summer,moong,20,40,20,5.6,113.7,30.26666667,193,66,0.341968912
8466,summer,rice,80,40,40,5.34,113.7,30.26666667,856,1341,1.566588785
8467,summer,sesamum,30,15,30,6.36,113.7,30.26666667,27,5,0.185185185
8468,summer,wheat,60,30,30,6.7,113.7,30.26666667,147,230,1.56462585
8469,rabi,horsegram,20,60,20,6.18,167.38,23.56,161,36,0.223602484
8470,rabi,potato,180,60,90,4.98,167.38,23.56,92,1088,11.82608696
8471,rabi,rapeseed,50,40,20,4.88,167.38,23.56,306,58,0.189542484
8472,rabi,rice,80,40,40,5.66,167.38,23.56,28454,41204,1.448091657
8473,rabi,sesamum,30,15,30,6.46,167.38,23.56,429,103,0.24009324
8474,kharif,maize,80,40,20,5.48,1145.22,28.5,1914,1441,0.752873563
8475,kharif,moong,20,40,20,5.5,1145.22,28.5,114,26,0.228070175
8476,kharif,ragi,50,40,20,5.54,1145.22,28.5,1777,597,0.335959482
8477,kharif,rice,80,40,40,5.66,1145.22,28.5,83508,33747,0.404116971
8478,summer,moong,20,40,20,5.32,113.7,30.26666667,7957,1186,0.14905115
8479,summer,rice,80,40,40,5.58,113.7,30.26666667,3396,3050,0.89811543
8480,summer,sesamum,30,15,30,6.58,113.7,30.26666667,272,45,0.165441176
8481,summer,wheat,60,30,30,6.8,113.7,30.26666667,86,80,0.930232558
8482,rabi,horsegram,20,60,20,6.14,167.38,23.56,8412,1624,0.193057537
8483,rabi,moong,20,40,20,5.64,167.38,23.56,5490,555,0.101092896
8484,rabi,potato,180,60,90,5.12,167.38,23.56,19,96,5.052631579
8485,rabi,ragi,50,40,20,5.6,167.38,23.56,1061,410,0.386427898
8486,rabi,rapeseed,50,40,20,5.04,167.38,23.56,1595,144,0.090282132
8487,rabi,rice,80,40,40,5.56,167.38,23.56,139724,124634,0.892001374
8488,rabi,sesamum,30,15,30,6.6,167.38,23.56,2554,255,0.099843383
8489,kharif,maize,80,40,20,5.42,1145.22,28.5,4157,5199,1.250661535
8490,kharif,moong,20,40,20,5.34,1145.22,28.5,4,1,0.25
8491,kharif,ragi,50,40,20,5.38,1145.22,28.5,169,83,0.49112426
8492,kharif,rice,80,40,40,5.32,1145.22,28.5,11822,10459,0.884706479
8493,summer,maize,80,40,20,5.4,113.7,30.26666667,5,8,1.6
8494,summer,moong,20,40,20,5.64,113.7,30.26666667,5,5,1
8495,summer,ragi,50,40,20,5.62,113.7,30.26666667,5,2,0.4
8496,summer,rice,80,40,40,5.44,113.7,30.26666667,773,1169,1.51228978
8497,summer,wheat,60,30,30,6.6,113.7,30.26666667,6,5,0.833333333
8498,rabi,horsegram,20,60,20,5.9,167.38,23.56,1852,378,0.204103672
8499,rabi,maize,80,40,20,5.44,167.38,23.56,5,5,1
8500,rabi,moong,20,40,20,5.62,167.38,23.56,151,14,0.092715232
8501,rabi,potato,180,60,90,4.88,167.38,23.56,435,2403,5.524137931
8502,rabi,ragi,50,40,20,5.34,167.38,23.56,29,12,0.413793103
8503,rabi,rapeseed,50,40,20,5.16,167.38,23.56,4285,583,0.136056009
8504,rabi,rice,80,40,40,5.34,167.38,23.56,35064,49275,1.405287474
8505,rabi,sesamum,30,15,30,6.4,167.38,23.56,355,70,0.197183099
8506,kharif,jute,80,40,40,5.64,1145.22,28.5,1410,11983,8.49858156
8507,kharif,rice,80,40,40,5.32,1145.22,28.5,5672,6647,1.171897038
8508,summer,moong,20,40,20,5.46,113.7,30.26666667,11155,3614,0.323980278
8509,summer,ragi,50,40,20,5.4,113.7,30.26666667,1,1,1
8510,summer,rice,80,40,40,5.58,113.7,30.26666667,12979,26374,2.032051776
8511,summer,sesamum,30,15,30,6.44,113.7,30.26666667,126,48,0.380952381
8512,summer,wheat,60,30,30,6.3,113.7,30.26666667,15,22,1.466666667
8513,rabi,horsegram,20,60,20,5.92,167.38,23.56,534,238,0.445692884
8514,rabi,maize,80,40,20,5.46,167.38,23.56,10,4,0.4
8515,rabi,potato,180,60,90,5.1,167.38,23.56,748,10201,13.63770053
8516,rabi,rapeseed,50,40,20,5.04,167.38,23.56,198,19,0.095959596
8517,rabi,rice,80,40,40,5.4,167.38,23.56,133344,158270,1.186930046
8518,kharif,jute,80,40,40,5.44,1145.22,28.5,766,4544,5.932114883
8519,kharif,maize,80,40,20,5.64,1145.22,28.5,4187,2610,0.623358013
8520,kharif,moong,20,40,20,5.6,1145.22,28.5,3,1,0.333333333
8521,kharif,ragi,50,40,20,5.62,1145.22,28.5,23,11,0.47826087
8522,kharif,rice,80,40,40,5.6,1145.22,28.5,57870,22228,0.384102298
8523,kharif,sesamum,30,15,30,6.64,1145.22,28.5,63,11,0.174603175
8524,summer,maize,80,40,20,5.64,113.7,30.26666667,18,11,0.611111111
8525,summer,moong,20,40,20,5.4,113.7,30.26666667,98,15,0.153061224
8526,summer,rice,80,40,40,5.58,113.7,30.26666667,2799,3867,1.381564845
8527,summer,wheat,60,30,30,6.6,113.7,30.26666667,540,508,0.940740741
8528,rabi,horsegram,20,60,20,6.12,167.38,23.56,2747,445,0.161994904
8529,rabi,maize,80,40,20,5.54,167.38,23.56,27,15,0.555555556
8530,rabi,moong,20,40,20,5.68,167.38,23.56,295,47,0.159322034
8531,rabi,potato,180,60,90,4.96,167.38,23.56,174,1629,9.362068966
8532,rabi,ragi,50,40,20,5.34,167.38,23.56,9,2,0.222222222
8533,rabi,rapeseed,50,40,20,4.9,167.38,23.56,1100,114,0.103636364
8534,rabi,rice,80,40,40,5.64,167.38,23.56,156337,132536,0.847758368
8535,rabi,sesamum,30,15,30,6.34,167.38,23.56,129,12,0.093023256
8536,kharif,maize,80,40,20,5.46,1145.22,28.5,4,4,1
8537,kharif,ragi,50,40,20,5.4,1145.22,28.5,80,35,0.4375
8538,kharif,rice,80,40,40,5.44,1145.22,28.5,2315,2884,1.245788337
8539,kharif,sesamum,30,15,30,6.5,1145.22,28.5,18,3,0.166666667
8540,summer,horsegram,20,60,20,5.88,113.7,30.26666667,313,52,0.166134185
8541,summer,moong,20,40,20,5.32,113.7,30.26666667,12513,1614,0.128985855
8542,summer,ragi,50,40,20,5.54,113.7,30.26666667,9,3,0.333333333
8543,summer,rice,80,40,40,5.4,113.7,30.26666667,9904,21138,2.134289176
8544,summer,sesamum,30,15,30,6.48,113.7,30.26666667,167,45,0.269461078
8545,summer,wheat,60,30,30,7,113.7,30.26666667,5,1,0.2
8546,rabi,horsegram,20,60,20,5.82,167.38,23.56,890,180,0.202247191
8547,rabi,moong,20,40,20,5.58,167.38,23.56,1431,173,0.120894479
8548,rabi,potato,180,60,90,4.92,167.38,23.56,196,2670,13.62244898
8549,rabi,ragi,50,40,20,5.62,167.38,23.56,6,2,0.333333333
8550,rabi,rapeseed,50,40,20,5.16,167.38,23.56,39,4,0.102564103
8551,rabi,rice,80,40,40,5.5,167.38,23.56,114290,188203,1.646714498
8552,rabi,sesamum,30,15,30,6.6,167.38,23.56,18,2,0.111111111
8553,kharif,jute,80,40,40,5.54,1145.22,28.5,1,6,6
8554,kharif,maize,80,40,20,5.38,1145.22,28.5,3410,3860,1.131964809
8555,kharif,ragi,50,40,20,5.44,1145.22,28.5,11374,7450,0.655002638
8556,kharif,rice,80,40,40,5.38,1145.22,28.5,33224,26758,0.805381652
8557,summer,maize,80,40,20,5.34,113.7,30.26666667,91,76,0.835164835
8558,summer,moong,20,40,20,5.58,113.7,30.26666667,94,14,0.14893617
8559,summer,ragi,50,40,20,5.46,113.7,30.26666667,75,46,0.613333333
8560,summer,rice,80,40,40,5.44,113.7,30.26666667,13055,20598,1.577786289
8561,summer,sesamum,30,15,30,6.58,113.7,30.26666667,3,1,0.333333333
